folio,cuidados
10966,Me encargan con familiares.
2570,Me enseñan a valorar las cosas.
2982,Me enseñan lo que está bien o está mal.
30211,Me enseñan y me explican.
19181,Me envían un mensaje.
8543,Me escuchan cuando me siento mal.
5457,Me escuchan en mis peores momentos.
439,Me escuchan y me comprenden.
11771,"Me escuchan, me defienden"
5343,Me escuchan.
6586,Me escuchan.
6587,Me escuchan.
6588,Me escuchan.
6589,Me escuchan.
7506,Me escuchan.
8240,Me escuchan.
10223,Me escuchan.
21451,"Me espera para dormir, me da cariño, me da afecto."
11363,Me está mirando.
11733,Me están buscando.
7187,Me están cuidando varias veces.
4555,Me están hablando.
8740,Me están observando.
3228,Me están persiguiendo.
5796,Me están protegiendo en la calle.
10936,Me están rodeando.
5155,Me están siguiendo.
107910,Me están viendo.
9412,Me están viendo.
10797,Me están viendo.
3496,Me explican cosas como las drogas entre otras.
11795,Me felicitan o me ayudan.
5243,Me felicitan por mis logros.
10823,"Me guían por unas buenas decisiones, me hablan con la verdad."
5377,Me gusta
829,Me gusta mucho la atención y sentir que de verdad les interesa lo que les estoy contando. También me gusta y me siento bien cuando me cuentan cómo les va en su día.
2812,Me gusta mucho que me demuestren afecto.
4938,Me gusta mucho una niña.
2292,Me gusta que me acaricien o mimen en ocasiones. Me gusta que me demuestren que me quieren.
11418,Me gusta que vengan por mí a la escuela.
676,"Me gusta recibir atención emocional por parte de mis amigos, principalmente de mis padres. Me gustaría que mis padres me feliciten cuando logro algo. :)"
10189,Me gustó.
11178,Me hablan bastante y de muy buena manera.
20711,"Me hablan bien, a veces."
5332,Me hablan bien.
430,Me hablan bonito.
9315,Me hablan con confianza.
11174,"Me hablan con frecuencia, son muy amables conmigo y me hacen sentir bien."
9293,Me hablan con respeto.
9809,Me hablan constantemente.
710,"Me hablan de las consecuencias que tiene hacer algo malo o dañino para la salud, me preguntan sobre cómo me siento y están al pendiente de mi salud."
31651,Me hablan.
20102,Me hace comida.
15151,"Me hace de comer, me cuida de personas malas y me evita que me dé frío."
10906,Me hace sentir bien mi mamá porque es la que más está conmigo y me ayuda en algunos trabajos escolares. Con ella me siento muy segura.
3773,"Me hace sentir cuidada cuando me abrazan y me dicen que todo estará bien, o cuando me dicen que están orgullosos de mí, aunque no pase casi nunca."
837,"Me hace sentir cuidada cuando quieren estar conmigo, convivir conmigo o buscarme protección ante algún peligro."
2663,Me hace sentir cuidada que mis papás estén conmigo.
6563,Me hace sentir mejor.
6564,Me hace sentir mejor.
6565,Me hace sentir mejor.
6566,Me hace sentir mejor.
10961,"Me hace sentir muy bien el cariño de mis hermanos, o me gusta quedarme en mi cuarto escuchando música o pintando alguna cosa que me agrade."
4143,Me hace sentir seguro.
38121,Me hacen comer.
38131,Me hacen comer.
11019,Me hacen comer.
11368,Me hacen comer.
38321,Me hacen comida.
815,Me hacen cumplidos y halagos.
16322,Me hacen de comer muy rico.
3469,Me hacen de comer y me cuidan.
10900,"Me hacen de comer, juegan conmigo."
10768,"Me hacen de comer, me compran ropa."
70,"Me hacen de comer, me cuidan."
69,Me hacen de comer.
2723,Me hacen desayuno y me dan dinero cuando lo necesito.
6705,Me hacen feliz.
6706,Me hacen feliz.
6707,Me hacen feliz.
6708,Me hacen feliz.
5091,Me hacen mi lonche para ir a trabajar y poder pagar la casa y darnos de comer.
4160,Me hacen reír cuando estoy triste.
11450,Me hacen reír.
12681,Me hacen sentir bien para que venga a la escuela.
11595,"Me hacen sentir bien, satisfecho. Me hacen sentir que estoy bien y que lo que pase en nuestros alrededores no debería importarme."
8935,Me hacen sentir bien.
11132,Me hacen sentir bien.
11514,Me hacen sentir bien.
11515,Me hacen sentir bien.
11516,Me hacen sentir bien.
11517,Me hacen sentir bien.
13913,Me hacen sentir cariño y que me cuidan al dejarme salir poco.
6778,Me hacen sentir cómoda y segura.
6779,Me hacen sentir cómoda y segura.
6780,Me hacen sentir cómoda y segura.
6781,Me hacen sentir cómoda y segura.
9246,"Me hacen sentir cómoda, tengo su confianza y me apoyan."
10356,"Me hacen sentir feliz porque jugamos, platicamos o hacemos otra cosa."
32451,"Me hacen sentir mal, sin confianza."
1919,"Me hacen sentir muy bien, pero yo siento que ellos lo hacen para hacerme sentir bien."
1755,Me hacen sentir muy protegida.
4636,Me hacen sentir protegida y cuidada.
16471,Me hacen sentir segura con ellos.
10201,Me hacen sentir seguro en casa.
10001,Me hacen sentir seguro.
2172,Me han apoyado con trabajos.
34241,Me han defendido.
10220,Me han demostrado que me quieren.
7561,"Me han enseñado valores, lo que está bien y mal."
11876,Me han protegido.
7255,Me ignoran.
29631,Me impiden hacer algo que para ellos es muy riesgoso.
109101,Me incluyen en sus planes.
24651,Me incluyen y me demuestran cariño.
277,Me invitan a cosas y me ayudan.
9890,Me invitan a una comida.
9891,Me invitan a una comida.
9892,Me invitan a una comida.
8186,Me llama la atención.
7137,Me llama para saber dónde estoy.
2519,"Me llaman para saber dónde estoy, me llevan al doctor, me abrazan."
5589,Me llaman para saber dónde estoy.
10535,Me llevan a la escuela.
9710,Me llevan a la feria.
36741,Me llevan a todos los lugares a donde quiera que vayan.
3629,Me llevan al cine.
81811,Me llevan al doctor cuando estoy enfermo o compran cosas que necesito.
7544,Me llevan al doctor cuando estoy enfermo.
10390,Me llevan comida y me tratan bien.
10391,Me llevan comida y me tratan bien.
105710,Me llevan comida. Hacen tarea.
10545,Me llevan de comer y están conmigo.
9704,Me llevan de viaje.
9705,Me llevan de viaje.
1607,"Me llevo bien con mi tía, la considero como una madre porque me apoya en todo. A mi papá también lo quiero mucho aunque no esté conmigo y considero a un primo como un hermano."
1608,"Me llevo bien con mi tía, pero la considero como una madre porque me apoya en todo. A mi papá también lo quiero mucho, aunque no esté conmigo, y a un primo lo considero como un hermano."
756,Me llevo bien con mis compañeros.
2908,Me lo demuestran.
2909,Me lo demuestran.
3998,Me lo demuestran.
8139,Me lo dicen.
98611,Me lo dicen.
4173,"Me lo hacen saber, me lo demuestran, las acciones que toman."
703,Me mandan a la escuela con el uniforme completo y me mandan lonche.
2596,Me mandan a la escuela.
27511,Me mandan a la escuela.
101311,Me mandan a la escuela.
241,Me mandan el lonche.
28171,"Me mandan mensajes para ver cómo llegué, etc."
17351,"Me mandan mensajes, me dan de comer y me prestan dinero cuando lo ocupo."
413,Me mandan un mensaje.
9269,Me mandan un mensaje.
9270,Me mandan un mensaje.
80111,Me mantienen.
8012,Me mantienen.
14632,Me marcan para saber dónde estoy y con quién estoy.
13391,Me meto pronto cuando salgo a la calle.
6546,Me miran fijamente.
36821,Me miran mucho.
11402,Me miran mucho.
5266,Me miran raro a la vez.
38161,Me miran sin conciencia o me hablan de cosas personales.
11332,Me miran.
36921,Me molestan y me defienden varias veces.
18613,Me motiva.
11235,Me muestran afecto y me cuidan.
8918,"Me muestran afecto, me preguntan cómo me encuentro y se preocupan por mí."
3957,"Me muestran que puedo tener confianza en ellos, me dan consejos, me tratan bien y me apoyan."
19152,Me muestran respeto y mucho cariño.
14271,Me muestran su afecto.
20181,Me observan mucho.
20191,Me observan mucho.
8343,Me observan mucho.
21441,Me observan y me preguntan.
23121,Me ofrecen comida y se preocupan por mí.
1312,Me pagan el internet.
17711,Me parece muy agradable ese tipo de cuestionario.
45311,Me parece muy bien.
34331,Me persiguen.
22181,Me piden mi ubicación cuando salgo.
470,Me piden que llegue temprano.
6663,"Me ponen atención, me cuidan, se preocupan por mí y conviven conmigo."
6664,"Me ponen atención, me cuidan, se preocupan por mí y conviven conmigo."
6665,"Me ponen atención, me cuidan, se preocupan por mí y conviven conmigo."
6666,"Me ponen atención, me cuidan, se preocupan por mí y conviven conmigo."
1774,"Me ponen hora de llegada, me mandan mensaje para saber dónde estoy y con quién."
352,Me ponen reglas en casa.
936,Me poyan a veces y me hacen reflexionar.
1704,"Me pregunta con quién saldré y a dónde, y me ponen hora de llegada para no llegar tan noche. A veces me preguntan si me pasa algo cuando me notan rara. Se ponen a platicar conmigo sobre algunas cosas que son malas que nunca debo hacer."
19522,Me pregunta si ya comí.
2817,Me preguntan a dónde voy a ir.
743,"Me preguntan a dónde voy y con quién, respetan mis decisiones, me traen lonche, están al cuidado de mí."
8894,"Me preguntan cómo está Iván, va a visitarme."
8422,Me preguntan cómo estoy o si necesito algo y me dan cariño.
4432,Me preguntan cómo estoy y qué tengo.
18952,Me preguntan cómo estoy y se interesan en mis cosas.
5681,Me preguntan cómo estoy y se preocupan cuando me pasa algo malo o me notan rara.
7770,Me preguntan cómo estoy y se preocupan por mí.
8837,Me preguntan cómo estoy y se preocupan por mí.
2845,"Me preguntan cómo estoy, cómo me fue, etc."
9522,"Me preguntan cómo estoy, me aman, etc."
4097,"Me preguntan cómo estoy, me dicen: ""¿Ah, a dónde vas?, ¿con quién estás?"", etc."
9873,"Me preguntan cómo estoy, me llevan a la escuela, etc."
11743,"Me preguntan cómo estoy, o qué me pasa si me siento bien."
7099,"Me preguntan cómo estoy, qué necesito, y me recogen de los lugares a donde voy y se preocupan por mí."
9462,"Me preguntan cómo estoy, si les digo que algo malo me pasó, se preocupan por mí."
1940,"Me preguntan cómo estoy, si ya comí, etc."
6542,"Me preguntan cómo estoy, si ya comí, etc."
6543,"Me preguntan cómo estoy, si ya comí, etc."
2373,Me preguntan cómo estoy.
109810,Me preguntan cómo estoy.
3039,Me preguntan cómo estoy.
34112,Me preguntan cómo estoy.
6168,Me preguntan cómo estoy.
7059,Me preguntan cómo estoy.
7079,Me preguntan cómo estoy.
7637,Me preguntan cómo estoy.
7787,Me preguntan cómo estoy.
8394,Me preguntan cómo estoy.
9088,Me preguntan cómo estoy.
9576,Me preguntan cómo estoy.
8739,Me preguntan cómo me fue en la escuela.
65,Me preguntan cómo me fue y si estoy bien.
10948,ME PREGUNTAN CÓMO ME HA IDO EN DÍAS.
10068,Me preguntan cómo me ha ido.
4370,"Me preguntan cómo me siento en la vida. ¿Cómo estás? ¿Te sientes bien? Si no, estoy aquí para ayudarte."
9665,Me preguntan cómo me siento y el por qué.
6604,"Me preguntan cómo me siento, cosas así."
99310,"Me preguntan cómo me siento, platican conmigo."
99410,"Me preguntan cómo me siento, platican conmigo."
10287,"Me preguntan cómo me siento, si estoy feliz con lo que soy, si mis amistades nunca me han hecho sentir mal."
1373,Me preguntan cómo me siento.
7376,Me preguntan cómo me siento.
86101,Me preguntan cómo me siento.
10137,Me preguntan cómo me siento.
6678,Me preguntan con quién salgo.
27711,Me preguntan cosas sobre mí.
827,"Me preguntan cosas, me llevan a lugares, me recogen y me prohíben salir a lugares que pueden ser malos."
10722,Me preguntan cosas.
11723,Me preguntan cuándo salgo de casa.
2298,Me preguntan dónde estoy o qué hago.
4299,Me preguntan dónde estoy o se preocupan por mí.
7305,Me preguntan dónde estoy y cómo estoy.
7917,Me preguntan dónde voy.
7471,Me preguntan por mi bienestar y cómo estoy.
8598,"Me preguntan por mi estado emocional, me hacen saber que están para mí."
8599,"Me preguntan por mi estado emocional, me hacen saber que están para mí."
7878,Me preguntan por mi salud.
10069,Me preguntan por mis problemas.
2840,Me preguntan qué es lo que hago.
13701,Me preguntan qué estoy haciendo.
28331,Me preguntan qué hago en todo el día.
10423,Me preguntan qué me pasa y cómo me siento.
12932,Me preguntan qué necesito y qué voy a hacer.
9850,Me preguntan qué pasa.
10416,Me preguntan qué siento y me apoyan.
11718,Me preguntan qué tengo.
6679,Me preguntan si estoy bien o me siento bien.
6700,Me preguntan si estoy bien y si soy feliz.
7591,"Me preguntan si estoy bien, me ayudan."
3873,Me preguntan si estoy bien.
8120,Me preguntan si estoy bien.
11435,Me preguntan si me siento bien.
11552,Me preguntan si me siento bien.
10790,"Me preguntan si ya comí, cené, etc."
7628,"Me preguntan si ya comí, cómo estoy, si hice la tarea."
3500,"Me preguntan si ya comí, me abrazan, me dan la mano para cruzar la calle. Me gusta que me traten como a un niño chiquito."
2699,Me preguntan si ya comí.
5786,Me preguntan si ya comí.
119211,"Me preguntan si ya estoy por llegar. Cuando me enfermo, me dan medicamento o me llevan al médico."
10745,Me preguntan si ya llegué a mi casa al salir de la secundaria.
4167,"Me preguntan sobre mi día, se preocupan de cómo estoy, me dan cariños."
7400,Me preguntan y me cuidan.
32911,Me preguntan y ponen atención.
11003,"Me preguntan, ""¿Mamá o sustituta?"""
3247,"Me pregunten cómo estoy, cómo me ha ido, me abracen."
5647,Me preocupan mucho.
6561,Me preocupo por mí.
8310,Me prestan atención cuando en realidad la necesito y mis papás me dicen cosas bonitas.
112,"Me prestan atención en todo lo que realizo, me preguntan cómo me siento o si tengo algún problema."
3956,Me prestan atención si necesito algo o me siento mal.
7736,Me prestan atención y me apoyan.
4547,Me prestan atención y me dicen lo que me puede suceder de malo.
10185,Me prestan atención y se preocupan por mí.
10813,Me prestan atención y se preocupan por mí.
109311,"Me prestan atención, hablan mucho conmigo y me cuidan cuando voy a un lugar."
8050,"Me prestan atención, hacen cosas que no me incomodan, me llaman por pronombres masculinos y por mi nombre, no me obligan a hacer algo que me incomode, suelen ser muy amables y no son otro tipo de persona, no hacen cosas que me hagan mal, respetan mis decisiones y pensamientos, no se burlan de lo que hago, respetan mis gustos y no me molestan."
3520,"Me prestan atención, me apoyan cuando lo necesito, siempre están dispuestos a estar de mi lado en lo que puedan"
19891,"Me prestan atención, me apoyan y me dan cariño."
62511,"Me prestan atención, me apoyan, siempre están conmigo y siempre tratan de entenderme."
29841,Me prestan atención.
5334,Me prestan atención.
6135,Me prestan atención.
7959,Me prestan atención.
8690,Me prestan atención.
10025,Me prestan atención.
10725,Me prestan atención.
119510,Me prestan mucha atención en lo que hago.
5700,Me prohíben cosas que son malas.
4034,Me prohíben cosas.
107511,Me prohíben las cosas.
8744,Me protege en todo momento.
3130,Me protege y me aconseja.
5847,Me protege y me dice que todo está bien.
11773,"Me protege, mi hermano."
11820,Me protegen
2940,Me protegen
81511,Me protegen de cualquier cosa.
4423,Me protegen de cualquier peligro y me apoyan en lo que se me hace difícil.
5501,Me protegen de las personas malas.
10920,Me protegen de niños más grandes.
11060,Me protegen de otras personas.
12352,Me protegen de situaciones de riesgo.
18313,"Me protegen de todo mal, me ayudan en las complicaciones que tengo al entender algo y me defienden cuando lo necesito o cuando lo requiero."
3356,"Me protegen de varias cosas o situaciones, como las adicciones, malas influencias, etc."
8759,Me protegen del mal.
5846,Me protegen del peligro.
906,Me protegen mis padres.
8840,Me protegen mucho.
9279,Me protegen mucho.
9019,Me protegen o hablan bien conmigo.
7071,Me protegen y me ayudan en cosas difíciles.
6393,Me protegen y me ayudan.
3137,"Me protegen y me cuidan mucho, también están al pendiente de mí."
9016,Me protegen y me hacen sentir bien.
8215,Me protegen y se preocupan por mí.
4222,"Me protegen, están cuidando de mí y apoyándome en lo que necesite."
2208,"Me protegen, etc."
21811,"Me protegen, me cuidan"
32931,"Me protegen, me cuidan, me ayudan."
15881,"Me protegen, me defienden, me ayudan"
11154,"Me protegen, me dicen las cosas por una razón, hermano."
9382,"Me protegen, me observan para chequear que todo esté bien."
1812,Me protegen.
3912,Me protegen.
1195,Me protegen.
18931,Me protegen.
14202,Me protegen.
15091,Me protegen.
27321,Me protegen.
2849,Me protegen.
28831,Me protegen.
2926,Me protegen.
3329,Me protegen.
4224,Me protegen.
4244,Me protegen.
44311,Me protegen.
4985,Me protegen.
4986,Me protegen.
5750,Me protegen.
5760,Me protegen.
7176,Me protegen.
7177,Me protegen.
7178,Me protegen.
7179,Me protegen.
7517,Me protegen.
7530,Me protegen.
7558,Me protegen.
86111,Me protegen.
8680,Me protegen.
8934,Me protegen.
9149,Me protegen.
9442,Me protegen.
10406,Me protegen.
10506,Me protegen.
10934,Me protegen.
11919,Me protegen.
3677,Me protegerán.
5830,Me quedan mirando.
110210,Me quedan viendo.
42511,Me quedan viendo.
11908,Me quedan viendo.
92210,Me quieren mucho.
92310,Me quieren mucho.
71011,Me quieren mucho.
11223,Me quieren mucho.
11330,Me quieren mucho.
11365,Me quieren mucho.
454,"Me quieren y lo demuestran, me dicen que yo puedo lograr todo lo que me proponga."
31811,Me quieren y me ponen atención.
11577,Me quieren y me procuran.
5217,Me quieren y me respetan.
1125,"Me quieren, me abrazan y me explican todo."
35231,"Me quieren, me cuidan, etc."
10963,"Me quieren, me respetan y están al pendiente de mí."
51511,"Me quieren, me respetan y me cuidan."
6598,"Me quieren, me tratan bien."
102610,Me quieren.
2236,Me quieren.
29311,Me quieren.
3270,Me quieren.
38911,Me quieren.
6409,Me quieren.
7334,Me quieren.
7398,Me quieren.
10147,Me quieren.
10499,Me quieren.
11746,Me quieren.
35531,Me recomiendan no hacer algo.
382,"Me regalan algo, me dicen algo."
363,Me regalan cosas para verme feliz.
2632,Me regalen cosas en la mañana.
5022,Me regañan para que ya no lo haga.
15901,Me regañan por cualquier cosa.
9655,Me regañan si me ven tomando alcohol; no me dejan tomar. Me cuidan.
8391,"Me regañan, me cuidan, me quieren."
10500,Me respaldan.
9839,Me respeta tal y como soy y muestra afecto queriéndome
10635,Me respetan en mis decisiones y me apoyan en ellas.
7781,"Me respetan y me quieren como soy, y me defienden."
110011,"Me respetan, me preguntan qué he hecho, cómo me va, etc."
2007,Me respetan.
2476,Me respetan.
6381,Me respetan.
9537,Me respetan.
9935,Me respetan.
10023,Me respetan.
2388,"Me revisan a cada rato para saber que estoy bien. XD. Bueno, gracias por hacerme perder matemáticas con estas encuestas. XD. Buenos días, adiós."
8089,Me revisan el celular.
11952,Me ridiculizan muy seguido.
14621,Me sacan a pasear y me agarran de la mano.
17191,Me sacan a pasear.
4984,Me sentía mejor cuando mi papá estaba vivo.
148,Me siento a gusto con ellos.
1260,Me siento bien jugando básquet.
23201,Me siento bien porque me quieren como soy.
34211,Me siento bien.
6439,Me siento cuidada cuando me defiende de alguna situación que tengo o que me está pasando.
1319,Me siento cuidada por mi familia y mis amigos.
569,Me siento cuidado por mí mismo.
2803,Me siento cuidado.
1514,Me siento feliz conmigo mismo.
12452,Me siento insegura cuando alguien me cuida o me ve.
5241,Me siento más protegido estando en casa con mi pareja y familia.
3420,Me siento muy bien cuidado.
8074,Me siento muy bien.
2224,Me siento muy feliz.
7672,Me siento protegido.
20921,Me siento rara porque me hacen preguntas medio raras.
1532,"Me siento segura cuando estoy con mis amigos, porque se preocupan más por mí que mis padres. Me gusta pasar tiempo con ellos, me cuidan y me hacen sentir muy segura. Se enorgullecen con cada logro que hago y me apoyan cuando los necesito, me quieren mucho."
4640,Me siento segura y contenta.
344,Me siento seguro de mí mismo.
8784,Me siento seguro en el lugar donde estoy.
2297,Me siento seguro en mi casa con mis papás.
87710,Me siento seguro.
5445,Me siento seguro.
5317,Me siento valorado.
5058,Me siguen a todos lados donde voy.
38191,Me siguen mirando.
8732,Me siguen.
11669,Me siguen.
4523,Me sobreprotegen algunas veces.
2227,Me sobreprotegen y me demuestran afecto.
5257,"Me sobreprotegen, o cuidan demasiado, siempre me preguntan qué voy a hacer, dónde voy a ir y con quién, etc."
9172,Me sobreprotegen.
64111,Me tienen pendiente.
5038,Me trae a la escuela y me deja salir.
105511,Me traen al colegio.
3363,Me traen comida a la escuela.
3460,Me traen de comer.
118311,Me traen de comer.
10620,Me tratan bien y me cuidan.
2747,Me tratan bien y me hacen sentir bien.
1953,Me tratan bien y me hacen sentir feliz.
3258,"Me tratan bien, me quieren, me regañan por cosas que no están bien."
4121,Me tratan bien.
19281,Me tratan bien.
3257,Me tratan bien.
8427,Me tratan bien.
11145,Me tratan bien.
11264,Me tratan bien.
11312,Me tratan bien.
7237,Me tratan con respecto.
6597,Me tratan de buena manera.
88610,Me tratan de calmar cuando estoy en un problema.
6772,Me tratan de lo mejor.
11536,Me tratan muy bien.
11537,Me tratan muy bien.
3903,Me tratan sin golpes o insultos.
8087,Me tratas muy bien.
5744,Me traten bien y que nos entendamos.
5421,"Me valgo de comer sanamente todos los días, como verduras, y cuando estoy en el gueto, como con mucha frecuencia para no dañarme ni dañar a los demás. Me cuido mucho."
11436,Me valoran.
11679,Me ven con una mirada muy desagradable.
10138,"Me ven mucho, están mucho conmigo, no dejan que me acerque a alguien que no conozco, no me dejan ver o me alejan cuando hay un problema familiar, tratan de que esté bien, se preocupan por mí."
3450,Me ven mucho.
5977,Me ven mucho.
5978,Me ven mucho.
5979,Me ven mucho.
5980,Me ven mucho.
5981,Me ven mucho.
5993,Me ven mucho.
5994,Me ven mucho.
5995,Me ven mucho.
5996,Me ven mucho.
5997,Me ven mucho.
6004,Me ven mucho.
60101,Me ven mucho.
6014,Me ven mucho.
6116,Me ven mucho.
11835,Me ven.
7377,Me veo muy sano.
10925,Me vienen a dejar a la escuela.
30151,Me vigilan bien y no me pierden de vista.
30161,Me vigilan bien y no me pierden de vista.
10177,Me vigilan cuando salgo.
13222,Me vigilan en todo momento.
11313,Me vigilan mucho.
22121,Me vigilan si sienten que hago algo malo.
32851,Me vigilan todo el tiempo y solo se fijan en lo que hago.
94510,Me vigilan.
3377,Me vigilan.
4068,Me vigilan.
5383,Me vigilan.
7365,Me vigilan.
102311,Me vigilan.
11062,Me vigilan.
26041,Me visitan en mi casa.
26051,Me visitan en mi casa.
6219,Me voltean a ver a menudo.
2313,Mediante salud y me cuidan.
18461,Medio mal y medio bien.
18921,Mejor
11527,Meterse en un problema.
4511,México.
3214,México.
34831,Mi abuela
34841,Mi abuela
5777,Mi abuelita me apoya en las tareas.
3999,"Mi abuelita, mis tíos."
26101,Mi abuelita.
26112,Mi abuelita.
26121,Mi abuelita.
8634,Mi abuelo y mis abuelas.
1183,Mi alimentación.
7578,Mi amiga
26751,"Mi amiga me dice lo que está bien y lo que no, para no salir lastimada después."
33951,Mi amigo
1414,"Mi aseo personal, hacer deporte y venir a la escuela."
35321,Mi cama.
21621,Mi cara sin acné.
631,Mi celular.
1712,Mi comportamiento en general.
7521,Mi comportamiento.
18851,Mi comportamiento.
8122,Mi confianza.
3814,Mi enojo.
4025,Mi familia me cuida y me protege en situaciones malas.
201,Mi familia me quiere mucho.
6378,"Mi familia me regaña cuando hago alguna travesura y me dice que eso no se hace, o cuando en ocasiones soy grosera con mis amigos o primos, me dicen que no haga travesuras ofensivas y que me porte bien."
2613,"Mi familia procura saber cómo estoy, si me siento bien, cómo me fue en la escuela y cómo está mi salud mental."
10307,Mi familia se preocupa por mí y está atenta a lo que hago.
10251,Mi familia siempre me apoya.
8811,Mi familia siempre procura estar conmigo.
5202,Mi familia y amigos.
1455,Mi familia y mis amigos.
2498,"Mi familia, cuando alguien me está molestando."
7706,"Mi familia, mis amigos y mis migas."
105,Mi familia.
289,Mi familia.
1731,Mi familia.
1353,Mi familia.
5511,Mi familia.
8911,Mi familia.
1368,Mi familia.
1507,Mi familia.
18221,Mi familia.
18451,Mi familia.
13213,Mi familia.
15422,Mi familia.
4386,Mi familia.
6179,Mi familia.
8493,Mi familia.
10048,Mi familia.
10202,Mi familia.
10884,Mi familia.
3642,Mi forma de actuar.
1807,Mi forma de pensar y la manera de expresarme a los demás.
1291,"Mi forma de ser, mi comportamiento, cómo me educaron y por qué tengo cuidado conmigo misma."
5111,Mi forma de ser.
429,Mi género y color de piel.
11579,Mi hermana
43211,Mi hermana me da de comer.
2050,Mi hermana.
9464,Mi hermana.
8149,Mi hermano
9711,Mi higiene personal.
8163,Mi madre.
4335,Mi madurez.
3172,Mi mamá
15410,Mi mamá
540,Mi mamá
95810,Mi mamá
33241,Mi mamá
3557,Mi mamá
8293,MI MAMÁ
8389,Mi mamá
10330,Mi mamá
10636,Mi mamá
8417,Mi mamá cuando mata un alacrán.
9981,Mi mamá cuando me abraza.
8495,"Mi mamá hace todo lo que necesito, mi hermano me alegra, me apoya, juega conmigo, me protege y me ama."
2237,Mi mamá me apoya en todos mis problemas y me quiere mucho.
10879,"Mi mamá me ayuda en mis tareas, en algunas que no entiendo"
4364,Mi mamá me cuida cuando ya no me deja salir muy tarde.
2904,Mi mamá me cuida en todo momento.
8269,"Mi mamá me cuida todos los días, al igual que mis mejores amigas y mi familia."
418,Mi mamá me cuida y me siento protegido.
2744,"Mi mamá me deja salir, pero siempre con mi teléfono, o cuando no está, no me deja salir por si me pierdo."
6795,Mi mamá me dice que me cuide y que cualquier cosa les diga.
8851,"Mi mamá me dice que no cometa errores para no vivir arrepentido y que si alguna vez quiero probar alguna sustancia, que no sea ilegal."
3713,"Mi mamá me hace comida, pasa tiempo conmigo, me deja salir con cuidados y me compra las cosas que me hacen falta."
6400,Mi mamá me hace sentir segura porque me cuida y se preocupa por mí.
8528,Mi mama mima a mi papa.
9326,Mi mamá no me deja salir mucho con mis amigos o con una amiga. No sé por qué.
25311,Mi mamá nunca se separa de mí.
3168,Mi mamá se preocupa por mí cuando salgo con amigos y me cuida.
33441,Mi mamá se va a trabajar.
37611,Mi mamá siempre corrige cuando vienen por mí.
149,Mi mamá siempre está conmigo y mis amigos también me cuidan.
544,"Mi mamá siempre está conmigo, apoyándome en lo correcto y, si practico algún deporte, ella también me ayuda. Si saco buenas o malas calificaciones, ella me ayuda a mejorar. Mis hermanas también me apoyan en todo."
1011,Mi mamá siempre está cuidándome.
4042,"Mi mamá siempre está en casa, pero mi papá no, porque es trilero."
8382,Mi mamá y mi padrastro me hacen reír y me abrazan.
135,Mi mamá y mi papá me cuidan.
357,Mi mamá y mi papá.
112510,Mi mamá y mi papá.
23821,Mi mamá y mi papá.
26531,Mi mamá y mi papá.
32811,Mi mamá y mi papá.
35031,Mi mamá y mi papá.
7796,Mi mamá y mi papá.
101211,Mi mamá y mi papá.
10102,Mi mamá y papá.
303,"Mi mamá, cuando salgo con amigos o sola, siempre me manda mensajes; siempre está al pendiente de mí."
474,"Mi mamá, de alguna forma u otra, nos saca adelante a mi hermano y a mí porque no tenemos papá. Me siento segura porque me dice qué he hecho y cómo me he portado, etc."
8825,"Mi mamá, mi novia y mi papá."
8826,"Mi mamá, mi novia y mi papá."
600,"Mi mamá, mi padrastro y yo salgamos a pasar el rato."
9067,"Mi mamá, mi papá y mis amigas."
11056,"Mi mamá, mi papá y mis hermanos."
7294,"Mi mamá, mi papá, mi hermano y más personas."
26511,"Mi mamá, mi papá, mis hermanos y más."
10152,"Mi mamá, mi papá, mis hermanos."
1072,"Mi mamá, mis hermanos, mis tíos."
7319,"Mi mamá, papá y abuelita."
10348,"Mi mamá, que está al pendiente de mí"
9581,"Mi mamá, que siempre me ayuda y defiende"
8940,Mi mama.
16841,Mi mamá.
1936,Mi mamá.
20941,Mi mamá.
24221,Mi mamá.
2427,Mi mamá.
26251,Mi mamá.
26441,Mi mamá.
26451,Mi mamá.
26541,Mi mamá.
2759,Mi mamá.
2950,Mi mamá.
32221,Mi mamá.
8669,Mi mamá.
8670,Mi mamá.
8799,Mi mamá.
3537,"Mi mejor amiga, mi mamá y mi novio."
5049,Mi mejor amigo es una persona.
8778,Mi mejor amigo.
4213,Mi mente recibe un dulce como si estuviera alegre.
7168,Mi novia.
117611,Mi novia.
11776,Mi novio
3136,Mi padre.
121,Mi país.
26951,Mi papá
6260,Mi papá
20821,"Mi papá me ayuda con mis trabajos y tareas, y siento que con solo eso me está cuidando mucho."
321,"Mi papá me cuida cuando juego fútbol, se preocupa de que no me lastime."
4851,Mi papá me pregunta cómo estoy.
3105,"Mi papá me pregunta con quién estoy, yo le digo que ando con mis hermanos y, cuando pregunta cómo estoy, le respondo que estoy bien."
1950,"Mi papá trabaja para tener una mejor vida y mi mamá se esfuerza en los deberes de la casa y cuando hay tiempo libre nos apoya en tareas, juegos, etc."
8169,Mi papá trata de motivarme en mis sueños.
5176,Mi papá viene todos los días por mí.
8638,Mi papá y mi hermana.
18591,Mi papá y mi mamá.
2727,Mi papá y mi mamá.
30931,Mi papá y mi mamá.
9038,Mi papá y mi mamá.
5000,"Mi papá ya falleció, pero él me cuida desde arriba."
